Targeted_gene_name,Geo_mean_relative,TTN_normalized_relative,97_percentile_relative,80_percentile_relative,99_percentile_relative,60_percentile_relative,TTB_normalized_relative,90_percentile_relative,LN_mean_relative,70_percentile_relative,95_percentile_relative,50_percentile_relative,Geo_mean_relative_95P,Geo_mean_relative_5P,Geo_mean_relative_fraction_greater_than_one,Geo_mean_relative_bootstrap_median,Geo_mean_relative_bootstrap_mean,Geo_mean_relative_97.5P,Geo_mean_relative_2.5P,TTN_normalized_relative_95P,TTN_normalized_relative_5P,TTN_normalized_relative_fraction_greater_than_one,TTN_normalized_relative_bootstrap_median,TTN_normalized_relative_bootstrap_mean,TTN_normalized_relative_97.5P,TTN_normalized_relative_2.5P,97_percentile_relative_95P,97_percentile_relative_5P,97_percentile_relative_fraction_greater_than_one,97_percentile_relative_bootstrap_median,97_percentile_relative_bootstrap_mean,97_percentile_relative_97.5P,97_percentile_relative_2.5P,80_percentile_relative_95P,80_percentile_relative_5P,80_percentile_relative_fraction_greater_than_one,80_percentile_relative_bootstrap_median,80_percentile_relative_bootstrap_mean,80_percentile_relative_97.5P,80_percentile_relative_2.5P,99_percentile_relative_95P,99_percentile_relative_5P,99_percentile_relative_fraction_greater_than_one,99_percentile_relative_bootstrap_median,99_percentile_relative_bootstrap_mean,99_percentile_relative_97.5P,99_percentile_relative_2.5P,60_percentile_relative_95P,60_percentile_relative_5P,60_percentile_relative_fraction_greater_than_one,60_percentile_relative_bootstrap_median,60_percentile_relative_bootstrap_mean,60_percentile_relative_97.5P,60_percentile_relative_2.5P,TTB_normalized_relative_95P,TTB_normalized_relative_5P,TTB_normalized_relative_fraction_greater_than_one,TTB_normalized_relative_bootstrap_median,TTB_normalized_relative_bootstrap_mean,TTB_normalized_relative_97.5P,TTB_normalized_relative_2.5P,90_percentile_relative_95P,90_percentile_relative_5P,90_percentile_relative_fraction_greater_than_one,90_percentile_relative_bootstrap_median,90_percentile_relative_bootstrap_mean,90_percentile_relative_97.5P,90_percentile_relative_2.5P,LN_mean_relative_95P,LN_mean_relative_5P,LN_mean_relative_fraction_greater_than_one,LN_mean_relative_bootstrap_median,LN_mean_relative_bootstrap_mean,LN_mean_relative_97.5P,LN_mean_relative_2.5P,70_percentile_relative_95P,70_percentile_relative_5P,70_percentile_relative_fraction_greater_than_one,70_percentile_relative_bootstrap_median,70_percentile_relative_bootstrap_mean,70_percentile_relative_97.5P,70_percentile_relative_2.5P,95_percentile_relative_95P,95_percentile_relative_5P,95_percentile_relative_fraction_greater_than_one,95_percentile_relative_bootstrap_median,95_percentile_relative_bootstrap_mean,95_percentile_relative_97.5P,95_percentile_relative_2.5P,50_percentile_relative_95P,50_percentile_relative_5P,50_percentile_relative_fraction_greater_than_one,50_percentile_relative_bootstrap_median,50_percentile_relative_bootstrap_mean,50_percentile_relative_97.5P,50_percentile_relative_2.5P,Geo_mean_relative_pvalue,Geo_mean_relative_pvalue_FDR,Geo_mean_relative_pvalue_twoside,Geo_mean_relative_pvalue_twoside_FDR,TTN_normalized_relative_pvalue,TTN_normalized_relative_pvalue_FDR,TTN_normalized_relative_pvalue_twoside,TTN_normalized_relative_pvalue_twoside_FDR,97_percentile_relative_pvalue,97_percentile_relative_pvalue_FDR,97_percentile_relative_pvalue_twoside,97_percentile_relative_pvalue_twoside_FDR,80_percentile_relative_pvalue,80_percentile_relative_pvalue_FDR,80_percentile_relative_pvalue_twoside,80_percentile_relative_pvalue_twoside_FDR,99_percentile_relative_pvalue,99_percentile_relative_pvalue_FDR,99_percentile_relative_pvalue_twoside,99_percentile_relative_pvalue_twoside_FDR,60_percentile_relative_pvalue,60_percentile_relative_pvalue_FDR,60_percentile_relative_pvalue_twoside,60_percentile_relative_pvalue_twoside_FDR,TTB_normalized_relative_pvalue,TTB_normalized_relative_pvalue_FDR,TTB_normalized_relative_pvalue_twoside,TTB_normalized_relative_pvalue_twoside_FDR,90_percentile_relative_pvalue,90_percentile_relative_pvalue_FDR,90_percentile_relative_pvalue_twoside,90_percentile_relative_pvalue_twoside_FDR,LN_mean_relative_pvalue,LN_mean_relative_pvalue_FDR,LN_mean_relative_pvalue_twoside,LN_mean_relative_pvalue_twoside_FDR,70_percentile_relative_pvalue,70_percentile_relative_pvalue_FDR,70_percentile_relative_pvalue_twoside,70_percentile_relative_pvalue_twoside_FDR,95_percentile_relative_pvalue,95_percentile_relative_pvalue_FDR,95_percentile_relative_pvalue_twoside,95_percentile_relative_pvalue_twoside_FDR,50_percentile_relative_pvalue,50_percentile_relative_pvalue_FDR,50_percentile_relative_pvalue_twoside,50_percentile_relative_pvalue_twoside_FDR
Celsr2,1.0160302073447298,1.1697242865262245,0.9691933706162608,1.0456846147497452,0.9060181809129724,1.018827005215575,1.3315470707572419,1.0351258791808067,1.0351883308269065,1.0246881200750901,0.9802887506629563,1.0307678260715707,1.0724997047701086,0.9762642459159049,0.7849,1.023456031783795,1.02322251247021,1.0814865120718857,0.9669544152907125,1.6856241171161883,0.9472992298244362,0.8912,1.252659338425095,1.215409516618638,1.8134023622032274,0.9141755757246787,1.1761817113067399,0.8484855153981344,0.4773,1.0005100485628715,0.994424002407075,1.2228950920171533,0.8262223535801115,1.169660643059565,0.9666570113302926,0.8459,1.0620619590528981,1.0586752104103352,1.1930501687259965,0.9453890410541,1.647259644903948,0.7826206264974017,0.5712,1.1149735771666818,1.0432286993543405,1.9362553169112537,0.7546526318021051,1.1100054893951055,0.9488453138144829,0.7012,1.0270497780772048,1.0252097774920057,1.1269753969530039,0.9351468212943329,2.3634179671486546,0.8907234607761235,0.8667,1.456168125873936,1.3563214570040103,2.6594999349775654,0.8312966763460968,1.161927612559087,0.945133930331072,0.7684,1.0489980751926542,1.04560972268823,1.1927133318224417,0.9273691725708175,1.1252438904588968,0.9635975861975404,0.7962,1.0410188784036065,1.0397404311287888,1.142022388720363,0.9515413363316,1.1307419616548806,0.9429138458295693,0.7194,1.033642339004407,1.0316765629699713,1.1531138866286301,0.9265792416547957,1.184970392722174,0.8893894041295701,0.5756,1.0245425889248903,1.0166275692496818,1.2195931854524864,0.8659397512931136,1.0981896363170864,0.9605776561627303,0.7349,1.0267689836558396,1.0250716613839876,1.110201754490428,0.9494739390086685,0.21509999999999996,0.3321678756476684,0.4301999999999999,0.6643357512953368,0.10880000000000001,0.2587379032258066,0.21760000000000002,0.5174758064516132,0.4773,0.4910311188811189,0.9546,0.9820622377622378,0.15410000000000001,0.27790061349693246,0.30820000000000003,0.5558012269938649,0.42879999999999996,0.4977915789473684,0.8575999999999999,0.9955831578947368,0.29879999999999995,0.42071435406698565,0.5975999999999999,0.8414287081339713,0.13329999999999997,0.2809475177304964,0.26659999999999995,0.5618950354609928,0.23160000000000003,0.3599714285714285,0.46320000000000006,0.719942857142857,0.20379999999999998,0.3218373684210526,0.40759999999999996,0.6436747368421052,0.28059999999999996,0.39995922330097083,0.5611999999999999,0.7999184466019417,0.4244,0.4521789090909091,0.8488,0.9043578181818182,0.2651,0.4198610810810811,0.5302,0.8397221621621622
Cep290,0.9527010101434081,1.0158916388136765,0.9542504064586257,0.9565776740814156,0.9305034209968764,0.9474359878737044,0.7794085048261201,0.9642411260233521,0.9516661654257594,0.9288636533593928,0.9876293897817398,0.9475710663647169,1.0026139523755486,0.920893566636509,0.0613,0.9598202063955912,0.9588545819753799,1.0125987649184671,0.9136678760596217,1.2138006058722577,0.8795376488975793,0.5955,1.0324670702250938,1.0243162016402516,1.2546939370964696,0.8562194590064062,1.1083742211584802,0.8741503976843245,0.3533,0.9803227694005362,0.973292828890916,1.1422302494133194,0.8559620435891799,1.0544270581903294,0.8668066092732402,0.2062,0.9544472308653312,0.951266353306325,1.0770007818222884,0.8520149524757228,1.1899625429378018,0.8051116465675761,0.3265,0.9664399841955539,0.9492290231568019,1.2601450475033895,0.7805246528676584,1.0261414580079664,0.8904194190771565,0.1288,0.9537111360432853,0.9512560382638487,1.0424886837439387,0.8794245795325281,1.0454935684039501,0.6268265249985131,0.0858,0.8161603410334466,0.8044091971655154,1.1045071109591773,0.5999038993166309,1.1037620671980215,0.8866165041329148,0.4121,0.9889205890442013,0.9848713567348857,1.1311018965985535,0.8697272751485603,1.0230300365510745,0.8982235332765406,0.1281,0.9569734936719763,0.9547244244342157,1.0370060154558565,0.8880496041124105,1.0224327983679464,0.8682816226766484,0.1046,0.940003680902488,0.9370506741696975,1.0392191467873584,0.8556536956391845,1.1531246631483143,0.9066857241665971,0.5921,1.0218396511894738,1.0170445777881687,1.1837757071684016,0.8867946041006316,1.020185980264509,0.8981937481634982,0.1199,0.9573968286628975,0.9563554667049611,1.03357327859142,0.8877363158754092,0.0613,0.1330437037037037,0.1226,0.2660874074074074,0.40449999999999997,0.4721852589641434,0.8089999999999999,0.9443705179282867,0.3533,0.4648933333333333,0.7066,0.9297866666666667,0.2062,0.3283183783783784,0.4124,0.6566367567567568,0.3265,0.49299128205128206,0.653,0.9859825641025641,0.1288,0.2925457364341085,0.2576,0.585091472868217,0.0858,0.22550535714285713,0.1716,0.45101071428571426,0.4121,0.471661328125,0.8242,0.94332265625,0.1281,0.23312608695652173,0.2562,0.46625217391304347,0.1046,0.2304345864661654,0.2092,0.4608691729323308,0.40790000000000004,0.449879335793358,0.8158000000000001,0.899758671586716,0.1199,0.32203363636363636,0.2398,0.6440672727272727
Chd1,0.9211035998892427,0.84765945597133,0.805264612968805,0.8476076962654564,0.8024889310957304,0.9414053377308886,0.6723625368923675,0.7835588232862803,0.8595445451586716,0.8943477350753943,0.754430656958423,0.9554427055091039,0.9741333718919652,0.8814272916247962,0.0092,0.9274023679974731,0.9268737728326016,0.9854653567499647,0.8723439730990179,1.0054524295883136,0.7463772807438388,0.0558,0.8629864251199393,0.855765893234119,1.0449530093414718,0.7279252163102079,0.9648625547638149,0.6525737513115222,0.023,0.8092516389750404,0.8095980729191425,0.9967020395906886,0.6214152485668745,0.956653009202479,0.7752263011018187,0.0132,0.8593783079019469,0.855004046086311,0.9803036968245947,0.761679596281998,1.1000312887498733,0.6546871470380422,0.1523,0.8626057682473481,0.8570638823843886,1.153781602492809,0.6234887085785564,1.0202912150038763,0.8626878494909884,0.0992,0.9387236494702509,0.9367638277949564,1.0383101820403307,0.8499056122572932,0.9161930720732226,0.5354353111678158,0.0195,0.6997571073895437,0.6851682411287814,0.9815360768471343,0.5113594713090002,0.8873088406110206,0.7104108326749734,0.0026,0.792368275402508,0.7885719540101888,0.9120340851995968,0.6943592292211674,0.9379296050899331,0.7919711121487942,0.0029,0.8632390742110927,0.861825181412645,0.9557294806098255,0.7795060477391146,0.9914806861603395,0.8337088492511137,0.0355,0.9103055306716938,0.9089672295838092,1.0080646505656305,0.8192674007568418,0.957954990436124,0.6387868373482931,0.0206,0.7878301739339124,0.7804548319937983,0.9917591096798682,0.6173280101523606,1.0241986340767086,0.9009868654536602,0.1505,0.9619030801040879,0.961517397476964,1.0377459590288447,0.8896139494626837,0.0092,0.02962197802197802,0.0184,0.05924395604395604,0.0558,0.17392978723404254,0.1116,0.3478595744680851,0.023,0.107128125,0.046,0.21425625,0.0132,0.04497209302325581,0.0264,0.08994418604651162,0.1523,0.45708,0.3046,0.91416,0.0992,0.24190661157024795,0.1984,0.4838132231404959,0.0195,0.08656818181818182,0.039,0.17313636363636364,0.0026,0.012488524590163932,0.0052,0.024977049180327865,0.0029,0.011180263157894735,0.0058,0.02236052631578947,0.0355,0.10723195876288659,0.071,0.21446391752577318,0.0206,0.07360731707317074,0.0412,0.14721463414634148,0.1505,0.3527535433070867,0.301,0.7055070866141734
Chd2,0.8950075717355419,1.0532913449543828,0.7613009774313941,0.8190075005186721,0.8544867338260704,0.9044758459336866,0.7026519102584039,0.7579772877549856,0.8288065132604278,0.8713394500848286,0.7434760925341144,0.9378788822466781,0.9555120079704009,0.839776311077597,0.0006,0.9008844280676672,0.9028843477384016,0.9646695487569409,0.8265757066021935,1.2637674655623305,0.9197130671938986,0.7431,1.0720230646753084,1.0617149349164978,1.302913730203975,0.8974363961911027,0.9909592986939761,0.6179473253196194,0.0446,0.7900167916982653,0.781234763857982,1.0349838860649394,0.5932362052928438,0.9035090434353656,0.7257469908595963,0.0004,0.8168929747170673,0.8186265043072275,0.9209584899366444,0.7073608237636121,1.1146285807642022,0.6389733022733018,0.1616,0.8617998784784291,0.8506502046070059,1.1809871715472866,0.6047676015392102,0.9947239387813095,0.8212192925273447,0.04,0.9111816267309241,0.9128101212037836,1.0118272939649477,0.8007308664649512,0.9568510420092711,0.5642933838541961,0.0287,0.7399642149090144,0.727998850003617,1.010709369196421,0.5358100856154099,0.880922875490579,0.6570578122952144,0.0012,0.7660563646505778,0.7644735051397262,0.9054397390323251,0.6365541056147406,0.9130752388103226,0.7468136005374173,0.0001,0.8318975472113233,0.833159827899655,0.9268770738363011,0.7283857529934227,0.9681159404410898,0.7755872339628758,0.0123,0.876021649468354,0.8782686100564748,0.9854096479121721,0.7536234282144394,0.9126467173178495,0.6254760065378007,0.0075,0.7615979204744916,0.7566074190509638,0.9458754611051262,0.6001885866414907,1.0117046264494924,0.851185842394273,0.0866,0.9343232274117683,0.9362824879101752,1.025805402151608,0.8344497626852393,0.0006,0.00293,0.0012,0.00586,0.2569,0.4182054644808743,0.5138,0.8364109289617486,0.0446,0.1555690476190476,0.0892,0.3111380952380952,0.0004,0.002663636363636364,0.0008,0.005327272727272728,0.1616,0.45708,0.3232,0.91416,0.04,0.13696046511627905,0.08,0.2739209302325581,0.0287,0.1136364864864865,0.0574,0.227272972972973,0.0012,0.006761538461538461,0.0024,0.013523076923076922,0.0001,0.0005979591836734695,0.0002,0.001195918367346939,0.0123,0.04936849315068493,0.0246,0.09873698630136986,0.0075,0.03788793103448276,0.015,0.07577586206896551,0.0866,0.26709263157894736,0.1732,0.5341852631578947
Chd3,0.9376260538399173,1.018407331512738,0.8999258889714556,0.9213116144030633,0.8601773546091362,0.9458194015804152,0.7587864181209296,0.9151847930184149,0.9095815153660634,0.9280649149474676,0.8598096883072492,0.9550161243330255,0.9941296000996933,0.8969949992095513,0.0341,0.944630144156273,0.944531083173259,1.0037396803762069,0.8869232415711366,1.203700494047459,0.8919026274761914,0.6421,1.038472803240966,1.0329912572251727,1.2412670031139894,0.8676278737779147,1.0765507298776744,0.7405904468510962,0.181,0.907086857977957,0.9066508733647105,1.1082755774385873,0.7116494463903286,1.0168524951839826,0.8364345548623453,0.0843,0.9229887666484823,0.9217500581372358,1.0376843116352137,0.8211286275684038,1.1588276275549896,0.7421554322866397,0.1618,0.9212532937131158,0.8861828794346416,1.274401100090388,0.7139154233772095,1.0386565555723901,0.8713086464803947,0.1624,0.9510768913693642,0.9492554910944988,1.0578220217587193,0.856869352524504,1.2095382183635688,0.6024389508500452,0.2338,0.8745133781692973,0.8556713940651715,1.2881231545229141,0.5646403251998644,1.0132056151765696,0.7950681137197542,0.0729,0.9022990297725566,0.9011757559670959,1.0397245205385401,0.7753140183969621,0.9908334429496606,0.8429373872133297,0.0336,0.914416552191037,0.9131824265318338,1.007335050444274,0.8289117139532718,1.029318789563793,0.8532151861291685,0.1272,0.9393171752090081,0.9382641656490591,1.0500832489039258,0.8375110579550549,1.0360501768894526,0.7593888022200905,0.0965,0.8905363670429142,0.8863665682409922,1.0720801713808608,0.7352057459357759,1.033270536365267,0.8820630176147317,0.1567,0.9543809950008945,0.952358795959746,1.050009614203284,0.8704586001149631,0.0341,0.08467203389830508,0.0682,0.16934406779661015,0.3579,0.45364482758620694,0.7158,0.9072896551724139,0.181,0.3487274509803922,0.362,0.6974549019607844,0.0843,0.18571353383458647,0.1686,0.37142706766917294,0.1618,0.45708,0.3236,0.91416,0.1624,0.3215081081081081,0.3248,0.6430162162162162,0.2338,0.3663283422459893,0.4676,0.7326566844919786,0.0729,0.1736560975609756,0.1458,0.3473121951219512,0.0336,0.08486896551724138,0.0672,0.16973793103448276,0.1272,0.26246197183098596,0.2544,0.5249239436619719,0.0965,0.239614406779661,0.193,0.479228813559322,0.1567,0.3541114285714285,0.3134,0.708222857142857
Chd4,0.9887489828658089,0.835137488639022,1.0602104696042374,1.0115039345004009,1.178929652597121,0.9871377603887771,0.8422700896137768,1.0035404581146747,1.0130441478861245,0.95346634135612,0.9839331955116143,0.9864356031364085,1.0505700662481146,0.9456684553343807,0.44,0.9962091052615937,0.9951565712826321,1.0627313739913222,0.9360994728973192,1.0222586275475187,0.7089969209595327,0.0684,0.8471269355449346,0.8369357717214415,1.0651815739055208,0.6874775115820662,1.4055706471171863,0.872130522419538,0.7489,1.1215105115984378,1.1106753424974714,1.4700199717667384,0.8340141162647803,1.1590595496507163,0.907576635016415,0.6066,1.025974519046875,1.0203515154500291,1.1879543041831433,0.8899571627383454,1.5448678048694124,0.9625416852230727,0.9127,1.2382650368227668,1.2181985118757717,1.6126628267005392,0.9227940133254995,1.067640181935303,0.9037466562890475,0.3837,0.985399402545258,0.9853181062722511,1.0842586617105694,0.8895644944893233,1.1541021040943897,0.6566891438165787,0.1869,0.8742167026858902,0.8545896364477136,1.2357969497619858,0.624547117671911,1.1731433025107465,0.9164103432916818,0.6483,1.0343915361891103,1.0289357105548091,1.2067202345352084,0.8956861891442116,1.107724803241079,0.9366467436741333,0.625,1.018525198346926,1.016830269671635,1.128891184981448,0.9219585275985323,1.0609313032134366,0.8894800097639644,0.2801,0.971686726066166,0.9689952308821808,1.081766186584422,0.8776485392553831,1.2729795142937872,0.8620198326986954,0.5947,1.04200309422254,1.027955718430227,1.3463854334504994,0.8360082813008551,1.062784317882268,0.9124152507278425,0.3616,0.9847584040118318,0.9829871559024967,1.0782089997197577,0.899862718958076,0.44,0.4757195571955719,0.88,0.9514391143911438,0.0684,0.1974194174757282,0.1368,0.3948388349514564,0.2511,0.4008048913043479,0.5022,0.8016097826086958,0.39339999999999997,0.4532414728682171,0.7867999999999999,0.9064829457364342,0.08730000000000004,0.3654128571428573,0.1746000000000001,0.7308257142857146,0.3837,0.45096521739130435,0.7674,0.9019304347826087,0.1869,0.34217602339181286,0.3738,0.6843520467836257,0.3517,0.43776186440677967,0.7034,0.8755237288135593,0.375,0.4399669322709164,0.75,0.8799338645418328,0.2801,0.39995922330097083,0.5602,0.7999184466019417,0.4053,0.4498215909090909,0.8106,0.8996431818181818,0.3616,0.46286735537190077,0.7232,0.9257347107438015
Chd6,1.1156321929416824,0.9835953523504373,1.3211392298449975,1.215501244007288,1.4759475173263228,1.157751172282423,1.2312652773412562,1.2199772474214483,1.20957183222359,1.1675559928839638,1.2474063357962781,1.1318581347893084,1.1803498074024101,1.070078935875625,1.0,1.1241777529221042,1.1237784105666324,1.1919554384872304,1.0592467097226745,1.161490821367573,0.8655312051925965,0.4761,1.002352132416967,0.9952549285964707,1.208272190003305,0.846545982958782,1.617280031089873,1.1541905141559696,0.9997,1.3634665775707762,1.3508412069857698,1.6809102032686836,1.1248829197415342,1.3283241961402954,1.0996550853189535,0.9995,1.2090713203289956,1.207039470526018,1.3561744572518357,1.0793046507330823,1.9812234088938323,1.1921628127114081,0.9985,1.5296145352491546,1.487725026972079,2.2055191048130904,1.139288561164393,1.2616980718574038,1.0661839183411979,0.9985,1.1599552897296486,1.1579248870843348,1.2822823108111288,1.048010191146077,1.725500546647154,0.9358976716609086,0.8936,1.2927552820459167,1.2719506778349758,1.8290725686830973,0.8820096483974591,1.406574566886927,1.0682838059596726,0.9964,1.2242932353571396,1.2168531470004411,1.4565344803252844,1.0454533121069116,1.3178692932460123,1.1249748642778565,1.0,1.2171140454257805,1.2138214202110997,1.341399084548321,1.1090582730622354,1.2953753752523498,1.0896368967835637,0.9998,1.189775106227331,1.1879869284221265,1.3168204527941259,1.070569159054629,1.5126764510208957,1.137808879298811,0.9991,1.3080881029837537,1.2972689734766587,1.5711551848548075,1.1099290352548914,1.2133969165762404,1.063034633515137,0.9993,1.1334534149599615,1.1306459620518987,1.2322157059527326,1.0507116664216294,0.0,0.0,0.0,0.0,0.4761,0.4957102836879433,0.9522,0.9914205673758866,0.00029999999999996696,0.0031392857142853686,0.0005999999999999339,0.006278571428570737,0.0004999999999999449,0.003184782608695652,0.0009999999999998899,0.006369565217391304,0.0014999999999999458,0.017579999999999363,0.0029999999999998916,0.03515999999999873,0.0014999999999999458,0.010464285714285714,0.0029999999999998916,0.02092857142857143,0.10640000000000005,0.2586975609756098,0.2128000000000001,0.5173951219512196,0.0036000000000000476,0.015286956521739333,0.007200000000000095,0.030573913043478666,0.0,0.0,0.0,0.0,0.00019999999999997797,0.001627777777777778,0.00039999999999995595,0.003255555555555556,0.0009000000000000119,0.007325000000000097,0.0018000000000000238,0.014650000000000194,0.0007000000000000339,0.006616129032258385,0.0014000000000000679,0.01323225806451677
Chd8,1.0976461267138475,0.7761573935645443,1.1374305626567307,1.1602321682435428,1.1528028012107558,1.1099500964693971,0.8543601521444535,1.1532601011997043,1.151767611449749,1.1126615783203202,1.1596083593940003,1.1475703532599535,1.1814564684659283,1.0377567684139553,0.9957,1.1061980175831216,1.103910724941566,1.1966646234548994,1.026602963378246,1.00136379504176,0.6664975315051248,0.0505,0.8075984027387041,0.7916406223862102,1.0660592998570408,0.6449980666870513,1.464364044650546,0.9560517933403951,0.8917,1.183988280060907,1.172045625939578,1.5325460964538788,0.9249669929229808,1.374522831467659,1.0083118091297776,0.9601,1.1762673151931635,1.1648814604085693,1.4211789884887078,0.9848115942076239,1.8536653396763358,0.917912295346121,0.8547,1.2493292533205678,1.180654610913098,2.162373744980463,0.8835911406039137,1.223817212105658,1.022545770608682,0.9785,1.117913908562778,1.1146523180321386,1.2494366391313299,1.0040458373766772,1.2786797991954775,0.6782427572707439,0.3115,0.9370687681276828,0.9114630286239831,1.3806803816451103,0.6406569736839424,1.4347847737558812,0.9925578689946649,0.9413,1.1910643674503538,1.175549877949876,1.4951815353801723,0.9590987741994784,1.310280687243337,1.0335315424661566,0.9863,1.1601468244809603,1.1528473045590557,1.3470269346272643,1.0146960879076579,1.3202910619629682,1.0151542032787109,0.968,1.1499370821977,1.1395755268380503,1.364219283473589,0.9931028356764734,1.413798402351534,0.9973867986075775,0.9475,1.1865505840796433,1.1763447853409366,1.471533877424762,0.9689661736012567,1.2273625571328786,1.0660321665432868,0.999,1.1457156920676652,1.1448522969018025,1.2465253533760972,1.0528220872332605,0.0042999999999999705,0.015948101265822676,0.008599999999999941,0.03189620253164535,0.0505,0.16625280898876407,0.101,0.33250561797752815,0.10829999999999995,0.26663000000000003,0.2165999999999999,0.5332600000000001,0.03990000000000005,0.10906111111111111,0.0798000000000001,0.21812222222222222,0.14529999999999998,0.45708,0.29059999999999997,0.91416,0.021499999999999964,0.0843839999999998,0.04299999999999993,0.1687679999999996,0.3115,0.42932065727699537,0.623,0.8586413145539907,0.058699999999999974,0.1535633928571428,0.11739999999999995,0.3071267857142856,0.013700000000000045,0.04198659793814432,0.02740000000000009,0.08397319587628864,0.03200000000000003,0.09869473684210535,0.06400000000000006,0.1973894736842107,0.05249999999999999,0.1619210526315789,0.10499999999999998,0.3238421052631578,0.0010000000000000009,0.008617647058823537,0.0020000000000000018,0.017235294117647074
Chrac1,0.9954383319302428,0.7476969003940632,0.8386402051529063,0.977013729099896,0.8612847420892094,1.0339750812722854,0.8230796283739135,0.9755259148600657,0.9694402779377134,1.0128890068060807,0.9093415841720428,1.0336839657049703,1.0565847054058117,0.9518696231045527,0.515,1.0022169867024782,1.0011342161078054,1.067925572563483,0.9413750875706949,0.9242055573740667,0.6514604224706623,0.0127,0.7735636249510209,0.7653416400031976,0.9609077885418515,0.6295086052508683,1.0667101207073677,0.7453718866822644,0.1149,0.8797102532089797,0.8638731011943951,1.129157224618475,0.7243729506104097,1.0943748036255283,0.8856232426119647,0.3564,0.9820918561118913,0.9766594158103447,1.123511558887952,0.8711282529250595,1.4239631006190578,0.678536690361433,0.2842,0.9458928145843988,0.8941902998401859,1.601147624073756,0.6448951649923363,1.1212430023080724,0.9469206451626874,0.7044,1.0297804436615596,1.0271493495146036,1.1416680368488668,0.9336053543132495,1.0737180804941058,0.6634541338360065,0.1192,0.8499638147147262,0.8387084840169169,1.1261208017750588,0.6360676458752926,1.100073625056715,0.8493767013643335,0.3649,0.9742332079609478,0.9732340450365546,1.1288970621424759,0.8249163998517982,1.0611701502070117,0.895307690508066,0.2918,0.9741598769158077,0.9718635011702984,1.0816818494107603,0.8809148995271409,1.1184058178779133,0.9279948446324562,0.5882,1.01646356197403,1.0126796162114151,1.142417890705983,0.9138011822889919,1.0595064583255809,0.7921711340479295,0.1508,0.9195193287929123,0.9154630980140499,1.0965140824357942,0.768110952220648,1.1158256796035948,0.9544383529265243,0.7403,1.03158751257106,1.029412091152523,1.1372927145524627,0.9409979727245799,0.485,0.4883333333333333,0.97,0.9766666666666666,0.0127,0.0680178571428572,0.0254,0.1360357142857144,0.1149,0.2737048780487805,0.2298,0.547409756097561,0.3564,0.43692552301255233,0.7128,0.8738510460251047,0.2842,0.48982705882352945,0.5684,0.9796541176470589,0.2956,0.4206743961352657,0.5912,0.8413487922705314,0.1192,0.26865846153846157,0.2384,0.5373169230769231,0.3649,0.44448464730290466,0.7298,0.8889692946058093,0.2918,0.4065895734597157,0.5836,0.8131791469194314,0.41180000000000005,0.4690271317829458,0.8236000000000001,0.9380542635658916,0.1508,0.3170678571428571,0.3016,0.6341357142857142,0.25970000000000004,0.41808846153846163,0.5194000000000001,0.8361769230769233
Crebbp,0.9443153084914147,0.9138146034020831,0.8609857392723207,0.9393938864700451,0.8175223291742447,0.9310562052095535,0.7889936257672421,0.9199013867624023,0.9159001082571729,0.917480011036317,0.8979910493902173,0.9601793341166973,0.9961143591660533,0.9109071869430946,0.0392,0.9518951630722715,0.9509427503887977,1.0061937387819038,0.9041559018866393,1.0918266654895328,0.7840704103388538,0.2186,0.9287445954035859,0.9223112487325917,1.1306332978232574,0.7609562054636158,0.998342559542191,0.7712135054623354,0.0481,0.8776346378802776,0.8737648869745825,1.0286706664137397,0.751380666758876,1.032527282726362,0.8466416215149075,0.1289,0.9358839597507492,0.9339192893621417,1.051869492370434,0.8324236941741098,1.1856261874930758,0.7146387381987922,0.2543,0.9184228487468791,0.9023301852067499,1.249739152795142,0.6852628311884053,1.015498543996503,0.8682917938227185,0.0864,0.9381816580291541,0.9363572147211836,1.0317167786343977,0.8556326172919734,1.030871562637616,0.6282446338399833,0.0766,0.8137153563455547,0.8036044936988205,1.0796826094987382,0.6019999756320477,1.0357414667943556,0.8513024556572967,0.1274,0.9368854242979602,0.9333325608732428,1.0590677228413774,0.8356128245863289,0.9836062282911974,0.8635982857756708,0.0216,0.9207564928097552,0.9190441929771287,0.9974015732481017,0.852365215065155,1.00852085826617,0.8523654437550687,0.0642,0.9249892113227665,0.9222799703344188,1.0265612055917543,0.8397904266761504,1.037841905643756,0.7994337046994197,0.1221,0.915834253460772,0.9142670749922496,1.0609205117299942,0.7792688263914599,1.0331036098010535,0.8984817582063145,0.1946,0.9643112389230164,0.9633622685896723,1.0460830364117317,0.8862351967018364,0.0392,0.09571333333333333,0.0784,0.19142666666666666,0.2186,0.39102181818181825,0.4372,0.7820436363636365,0.0481,0.16115000000000002,0.0962,0.32230000000000003,0.1289,0.24366258064516128,0.2578,0.48732516129032255,0.2543,0.48839112426035497,0.5086,0.9767822485207099,0.0864,0.2206417391304348,0.1728,0.4412834782608696,0.0766,0.22003725490196077,0.1532,0.44007450980392154,0.1274,0.2505248322147651,0.2548,0.5010496644295303,0.0216,0.05806238532110092,0.0432,0.11612477064220184,0.0642,0.16028823529411765,0.1284,0.3205764705882353,0.1221,0.273093893129771,0.2442,0.546187786259542,0.1946,0.36549871794871797,0.3892,0.7309974358974359
